feature,mean_importance
EmployeeNumber,-0.004725149832945219
EducationField,-0.0009419049594758145
HourlyRate,-0.0005780293129666215
MonthlyRate,-0.0004258663603796453
Education,-0.0001524313748260342
PercentSalaryHike,-9.86306873196785e-05
PerformanceRating,0.0
MaritalStatus,0.00046278448836598594
Gender,0.0007536052664268378
JobSatisfaction,0.0009266832158524197
JobInvolvement,0.0014999698512780824
YearsInCurrentRole,0.001885104196157983
JobLevel,0.002320186400426294
StockOptionLevel,0.0024130558685473646
TrainingTimesLastYear,0.0024229955168505236
DailyRate,0.0025356878885905987
WorkLifeBalance,0.003705815792133227
RelationshipSatisfaction,0.003792144053760593
BusinessTravel,0.004200824098694866
JobRole,0.0044677155702734115
YearsSinceLastPromotion,0.00477934707888007
YearsAtCompany,0.004912337094002406
NumCompaniesWorked,0.00515448251838585
EnvironmentSatisfaction,0.005195019848926963
TotalWorkingYears,0.006288962767467643
Department,0.006872161137132959
YearsWithCurrManager,0.007115073474205291
DistanceFromHome,0.009437899587678222
Age,0.013235169155102334
MonthlyIncome,0.032199876193260354
OverTime,0.044196479217785335
