feature,mean_importance
DailyRate,-0.004705973903486316
HourlyRate,-0.003381749755250296
MonthlyRate,-0.0015231111049603618
JobSatisfaction,-0.000925493991162174
JobInvolvement,-0.0007637917275446826
Gender,-0.0005509590599294456
YearsAtCompany,-0.0002540723283204871
EducationField,-0.0002151622658891572
Education,-4.859701589232657e-06
PerformanceRating,0.0
YearsInCurrentRole,7.238975100043454e-06
EmployeeNumber,0.00013438999976304045
PercentSalaryHike,0.0002223578722877262
YearsSinceLastPromotion,0.00048736429911692134
Department,0.0006935771436626603
JobLevel,0.0007252145024052359
TrainingTimesLastYear,0.0008438337997069611
BusinessTravel,0.0010710086342249903
MaritalStatus,0.00119363859528282
WorkLifeBalance,0.0021251260034978125
RelationshipSatisfaction,0.0023871391283764587
DistanceFromHome,0.0028425366888171323
NumCompaniesWorked,0.0044284703675844025
EnvironmentSatisfaction,0.004857485942966833
TotalWorkingYears,0.006207665524904793
JobRole,0.007819155875221273
YearsWithCurrManager,0.0078561059972306
StockOptionLevel,0.009487956218065918
Age,0.01102314434971532
MonthlyIncome,0.028317917448563046
OverTime,0.06490755742402748
