feature,mean_importance
JobInvolvement,-0.000827356303058513
HourlyRate,-0.0007777784449641168
Gender,-0.0007101773984735105
YearsInCurrentRole,-0.00022915393588075484
DailyRate,-0.00015762997273975897
EducationField,-0.00014110802808537938
Education,-9.442544713491596e-05
PerformanceRating,0.0
BusinessTravel,0.0001470855516912728
MonthlyRate,0.0005308888621251007
JobLevel,0.0006604390078331246
TrainingTimesLastYear,0.000984526913249717
PercentSalaryHike,0.0011954451748039329
JobRole,0.0014903518105952806
MaritalStatus,0.0016612162428475629
JobSatisfaction,0.0017730328626065716
YearsSinceLastPromotion,0.0019074716706849015
EmployeeNumber,0.0019510948211961976
MonthlyIncome,0.003010538659938511
WorkLifeBalance,0.0032399187240073845
YearsAtCompany,0.003262826296625532
RelationshipSatisfaction,0.0050230672562183165
Age,0.005229107271914802
Department,0.006417120999099146
DistanceFromHome,0.00715824950185936
NumCompaniesWorked,0.007379217759311274
TotalWorkingYears,0.007976682713826466
YearsWithCurrManager,0.008124632091695495
EnvironmentSatisfaction,0.009272256410901847
StockOptionLevel,0.009787482680223347
OverTime,0.0316195877069317
