feature,mean_importance
EmployeeNumber,-0.004563927338459939
MonthlyRate,-0.003759934039767232
MaritalStatus,-0.0026737914101991555
PercentSalaryHike,-0.002428289234501224
DailyRate,-0.001989234320036115
HourlyRate,-0.0019488918972434322
EducationField,-0.0019351306668777158
TrainingTimesLastYear,-0.0012122586756818654
Education,-0.0011233204803049457
Gender,-0.0006214829714059511
PerformanceRating,0.0
YearsAtCompany,0.0005451989283091208
BusinessTravel,0.0006393074159291689
YearsInCurrentRole,0.001671308365106583
JobInvolvement,0.0018790686615861806
WorkLifeBalance,0.002140963593206291
DistanceFromHome,0.003037197826654714
EnvironmentSatisfaction,0.0038379229647132586
JobSatisfaction,0.004065748223715382
Department,0.004204446632310388
YearsSinceLastPromotion,0.004333888844412071
RelationshipSatisfaction,0.005774743031882667
JobLevel,0.006119361734030793
Age,0.006309703691671498
TotalWorkingYears,0.006592082626404183
JobRole,0.00924065858177293
NumCompaniesWorked,0.009321962166121578
YearsWithCurrManager,0.010954623153836407
StockOptionLevel,0.011482181785312118
MonthlyIncome,0.02019493272645826
OverTime,0.034142844428874906
