feature,mean_importance
StockOptionLevel,-0.0076306193461587405
JobSatisfaction,-0.0071398096658190965
EnvironmentSatisfaction,-0.0028064286850928433
HourlyRate,-0.002468049597848687
EmployeeNumber,-0.0022512031626490403
PercentSalaryHike,-0.0016662894673704631
MonthlyRate,-0.0016199199874478265
Gender,-0.0010061498310538486
Education,-0.0008985647585334599
MaritalStatus,-5.186140868140843e-06
PerformanceRating,0.0
JobLevel,0.0009632192946594454
YearsAtCompany,0.0018928804703561065
TotalWorkingYears,0.002920511932362779
RelationshipSatisfaction,0.0034381340596387313
EducationField,0.0034594509333230826
YearsInCurrentRole,0.003695479049776662
Department,0.003860808223571466
WorkLifeBalance,0.004129582392049924
JobRole,0.004640875875490125
NumCompaniesWorked,0.005683105844230341
YearsWithCurrManager,0.006376865056058101
BusinessTravel,0.007471920340486294
YearsSinceLastPromotion,0.008859071085754178
TrainingTimesLastYear,0.010953794596985589
JobInvolvement,0.01121012425541933
DistanceFromHome,0.011294917086554324
Age,0.013155096703029678
DailyRate,0.014958979165867003
MonthlyIncome,0.03578719373808065
OverTime,0.06856563235752029
