feature,mean_importance
MonthlyRate,-0.0026196082759098347
WorkLifeBalance,-0.000497576943794098
BusinessTravel,-0.0003066948776242917
PercentSalaryHike,-0.0002522258172293457
JobSatisfaction,-0.00021046492211556077
Age,-0.00017818211146671814
DailyRate,-2.3573502454043994e-05
HourlyRate,-1.700670226142398e-05
PerformanceRating,0.0
YearsInCurrentRole,8.084877511885802e-05
Gender,9.206383263247187e-05
TrainingTimesLastYear,0.00012403242753994403
YearsAtCompany,0.0002662932242963212
JobInvolvement,0.0002899871656283137
Education,0.00033490157040922953
YearsSinceLastPromotion,0.0007960530844238866
EmployeeNumber,0.0008152538858004043
EducationField,0.001076047293233484
StockOptionLevel,0.0012456431345058804
JobRole,0.0018232077369395138
MonthlyIncome,0.002289576344249411
RelationshipSatisfaction,0.0038711399571417227
NumCompaniesWorked,0.004823669762003579
JobLevel,0.0049838252929294445
EnvironmentSatisfaction,0.0059158138026673465
YearsWithCurrManager,0.00672058245028122
Department,0.007271289810725645
DistanceFromHome,0.008276560791403643
MaritalStatus,0.009186643728530165
TotalWorkingYears,0.014353176153689761
OverTime,0.025836641985870788
