feature,mean_importance
RelationshipSatisfaction,-0.0013630983918552664
BusinessTravel,-0.0011385253599747402
DailyRate,-0.0008766559327539669
PercentSalaryHike,-0.000744555870883401
MonthlyRate,-0.0007322964688559197
HourlyRate,-0.00036941483770759344
JobInvolvement,-0.00016352206112630886
MaritalStatus,-0.0001177004474314125
PerformanceRating,0.0
Education,0.0
EducationField,0.0
Gender,0.0
WorkLifeBalance,0.0
YearsInCurrentRole,0.0
EmployeeNumber,0.00025537213654290846
TrainingTimesLastYear,0.00035015331512991963
DistanceFromHome,0.0017024023126240295
TotalWorkingYears,0.0018212008332512575
Department,0.0021513274634075265
JobLevel,0.0029020953284179863
EnvironmentSatisfaction,0.003521179373620864
YearsAtCompany,0.0038901489780024724
JobRole,0.004286249974765533
YearsSinceLastPromotion,0.0048965569450246105
JobSatisfaction,0.006906279917465752
StockOptionLevel,0.010110446126084971
Age,0.010290221871063265
NumCompaniesWorked,0.011801547718951411
YearsWithCurrManager,0.016845074484773504
MonthlyIncome,0.016891980870334333
OverTime,0.0358589645299382
