feature,mean_importance
YearsSinceLastPromotion,-0.0014983540988397826
Gender,-0.0005715322610017725
TrainingTimesLastYear,-0.0005493794764477977
YearsInCurrentRole,-0.00042889857951804443
EducationField,-0.0002089284741726094
PercentSalaryHike,-0.00010939195416512782
HourlyRate,-5.2037282992700715e-05
Education,0.0
PerformanceRating,0.0
EmployeeNumber,9.435197120926109e-05
RelationshipSatisfaction,0.00032017557963671673
TotalWorkingYears,0.0006198313594811377
MonthlyRate,0.0009425329898440471
WorkLifeBalance,0.0009445256907314569
DailyRate,0.0016869450293246601
JobInvolvement,0.0018356600069980634
YearsAtCompany,0.0019336627348442658
BusinessTravel,0.0026293247461007473
Department,0.0026421461168173233
MaritalStatus,0.0031087577029723533
JobLevel,0.006013332081576039
DistanceFromHome,0.00608012142469907
NumCompaniesWorked,0.0070825047539380456
YearsWithCurrManager,0.0073992298135922676
MonthlyIncome,0.007640168298051098
EnvironmentSatisfaction,0.00896313497444301
JobRole,0.01231280062190182
JobSatisfaction,0.015899900829014844
Age,0.01708691174354111
StockOptionLevel,0.017629842103181703
OverTime,0.0460823447227068
