feature,mean_importance
HourlyRate,-0.007323000386706446
JobLevel,-0.0042136356451281
BusinessTravel,-0.00271047268093908
DailyRate,-0.00177021670032661
EmployeeNumber,-0.001405890239965435
YearsInCurrentRole,-0.0011120950590069677
MonthlyRate,-0.0006617832678093239
Gender,-0.0003941309762265699
PerformanceRating,0.0
PercentSalaryHike,0.001128331964032714
Education,0.001466608296203753
EducationField,0.0018118053077911256
TrainingTimesLastYear,0.002255045258958077
JobSatisfaction,0.002703275827585272
MaritalStatus,0.0031226942953577865
JobInvolvement,0.0031699440476307796
YearsAtCompany,0.003735007173918492
WorkLifeBalance,0.0060198749500038114
MonthlyIncome,0.006109670158789759
Department,0.007017661401686937
TotalWorkingYears,0.009285100262502155
JobRole,0.010394849529246098
Age,0.013906730821428803
YearsSinceLastPromotion,0.01423835101405413
YearsWithCurrManager,0.015175738297293462
DistanceFromHome,0.019312533096049956
EnvironmentSatisfaction,0.01980445732475942
RelationshipSatisfaction,0.019883707069597367
StockOptionLevel,0.023878877948789047
NumCompaniesWorked,0.028212534484721365
OverTime,0.060413794493497576
