feature,mean_importance
Gender,-0.0009323935068249356
MonthlyRate,-0.0007070732491290532
RelationshipSatisfaction,-8.325821548632595e-05
HourlyRate,-6.049385321903467e-05
EmployeeNumber,-1.2061546494024356e-06
YearsInCurrentRole,0.0
Education,0.0
BusinessTravel,0.0
PerformanceRating,0.0
EducationField,0.0003094828713393172
JobInvolvement,0.0005001856869964128
TrainingTimesLastYear,0.0005461067238256234
PercentSalaryHike,0.0006678853602730794
JobSatisfaction,0.0007247482562930729
DailyRate,0.0007678252803517305
Age,0.0012600156591538124
YearsSinceLastPromotion,0.0013792533506521876
MaritalStatus,0.001517052769452043
JobLevel,0.0018673245429660535
MonthlyIncome,0.0020892363963055604
JobRole,0.0024424456188194667
Department,0.003136183711693641
WorkLifeBalance,0.0031409549332549356
YearsAtCompany,0.003948713610075039
StockOptionLevel,0.004095078621740323
YearsWithCurrManager,0.004404659494514118
NumCompaniesWorked,0.005045426777292594
EnvironmentSatisfaction,0.005181121155597157
DistanceFromHome,0.00701235646423356
TotalWorkingYears,0.01047075753773199
OverTime,0.024096258514318358
