feature,mean_importance
EmployeeNumber,-0.0025841863187174518
EducationField,-0.0020503711385407297
MonthlyRate,-0.0017026089329886251
PercentSalaryHike,-0.001037692311573002
DailyRate,-0.0008146486954053178
Education,-0.000592920820598064
Gender,-0.00014571300528350983
PerformanceRating,0.0
MaritalStatus,0.0005060794865440532
HourlyRate,0.0005393916841826552
YearsAtCompany,0.0007180698657862306
YearsInCurrentRole,0.0024819021824724063
TrainingTimesLastYear,0.002637276651299003
JobInvolvement,0.0026429177851995276
JobSatisfaction,0.002932161827074875
WorkLifeBalance,0.0032109883193555235
Department,0.0032347887013252307
DistanceFromHome,0.0037514917321149976
Age,0.0039181276490202754
JobLevel,0.004272412118104562
TotalWorkingYears,0.004594850148955209
RelationshipSatisfaction,0.005063717678936874
YearsSinceLastPromotion,0.005221838652359967
BusinessTravel,0.005800981861783472
EnvironmentSatisfaction,0.007568992152115939
JobRole,0.008145859008734458
StockOptionLevel,0.010589445784755592
YearsWithCurrManager,0.010852480532549358
NumCompaniesWorked,0.011921002163956241
MonthlyIncome,0.019689612117242426
OverTime,0.03511229663633125
