feature,mean_importance
EmployeeNumber,-0.004269371221377172
MaritalStatus,-0.0028112599990301247
JobSatisfaction,-0.0023029022717033333
MonthlyRate,-0.002121205596254194
HourlyRate,-0.0017091738449013904
EnvironmentSatisfaction,-0.0009008254074989619
Education,-2.3027750682613755e-05
PerformanceRating,0.0
PercentSalaryHike,8.501069186430676e-05
BusinessTravel,0.000419946109228686
Gender,0.0004591222492303038
EducationField,0.0010275103889135218
StockOptionLevel,0.0016579230826135772
Department,0.0018815679251819484
YearsAtCompany,0.002047954970975108
JobLevel,0.0023347047386205523
RelationshipSatisfaction,0.0029250212593808222
WorkLifeBalance,0.0032180319067924403
DailyRate,0.003310862600451425
YearsInCurrentRole,0.0033175906871775185
NumCompaniesWorked,0.0036845770127931334
YearsSinceLastPromotion,0.0038331043189001822
TrainingTimesLastYear,0.0040697590118985
JobInvolvement,0.004307157318337318
TotalWorkingYears,0.004898792845398214
DistanceFromHome,0.006129895236007432
JobRole,0.007243350043592301
YearsWithCurrManager,0.010046234992058246
Age,0.013757318579932832
MonthlyIncome,0.023255999259053983
OverTime,0.04208923255162104
