feature,mean_importance
YearsSinceLastPromotion,-0.006229638231035406
DistanceFromHome,-0.0019919940968499694
Gender,-0.0011570499383871224
Education,-0.001118240502650969
DailyRate,-0.0006531085482138765
YearsInCurrentRole,-0.00044223328803159043
PerformanceRating,0.0
EducationField,0.00027105326502312453
PercentSalaryHike,0.0012353125962634715
WorkLifeBalance,0.0014067346160272832
TrainingTimesLastYear,0.0014920842350125917
MonthlyRate,0.0018086443120202355
HourlyRate,0.0018942859330103757
MaritalStatus,0.001915796630931521
JobInvolvement,0.0021691236631704246
BusinessTravel,0.0022308635231319206
YearsAtCompany,0.002551181780834533
Department,0.0030423296492323006
TotalWorkingYears,0.0035273122432056382
EmployeeNumber,0.004354064353782794
EnvironmentSatisfaction,0.004740893289226822
JobRole,0.006137994599790375
Age,0.006501363935196236
RelationshipSatisfaction,0.006565348857229525
YearsWithCurrManager,0.007285717825031834
JobLevel,0.007882871531938906
NumCompaniesWorked,0.010142487680549695
JobSatisfaction,0.012585573086405566
StockOptionLevel,0.01609313745455616
MonthlyIncome,0.026430104694855718
OverTime,0.06237486643322874
