feature,mean_importance
PercentSalaryHike,-0.001987818300062194
EnvironmentSatisfaction,-0.0018366332929360407
YearsSinceLastPromotion,-0.0017193838015422181
RelationshipSatisfaction,-0.0012181624798499712
MonthlyRate,-0.0008152614813890735
YearsAtCompany,-0.0006165314767257124
HourlyRate,-0.0005239393013328874
EmployeeNumber,-0.0005063551860626014
EducationField,-0.0001209658085512877
StockOptionLevel,-0.00011337186888393802
Education,-2.069873749982465e-05
PerformanceRating,0.0
NumCompaniesWorked,8.417866608053659e-05
JobInvolvement,0.0003040775427227582
TrainingTimesLastYear,0.0003376232072124563
DailyRate,0.0004276258750641304
YearsInCurrentRole,0.00046271089686562573
JobSatisfaction,0.0006767809348324661
JobRole,0.0007243199772865028
Gender,0.0008316675194871004
BusinessTravel,0.0012466075503717589
TotalWorkingYears,0.002043833590511579
WorkLifeBalance,0.002360805654196707
DistanceFromHome,0.0037925563274556874
Age,0.0038498962476150923
MaritalStatus,0.00468411968614898
YearsWithCurrManager,0.005002075457384403
JobLevel,0.009584805634294601
Department,0.014492575984595635
MonthlyIncome,0.01610705384413109
OverTime,0.029903967997863733
