feature,mean_importance
WorkLifeBalance,-0.004006061654427384
YearsInCurrentRole,-0.00392563597823189
Gender,-0.0020667502881881903
Education,-0.001742093819698709
MonthlyRate,-0.001030135624182127
JobInvolvement,-0.0008745248760305025
HourlyRate,-0.000439189695401998
JobLevel,-0.00043474152430595937
PerformanceRating,0.0
TrainingTimesLastYear,0.00025524435571370183
JobSatisfaction,0.0026862532098833047
EducationField,0.0027482125912726696
YearsAtCompany,0.00282110064837372
BusinessTravel,0.0031073354316449087
YearsWithCurrManager,0.003123595415166769
MonthlyIncome,0.0034955150062032313
PercentSalaryHike,0.004014713111962354
JobRole,0.004666408779178932
DailyRate,0.005067745953295855
RelationshipSatisfaction,0.005410493574278441
MaritalStatus,0.007381716317846598
TotalWorkingYears,0.007433556776623296
StockOptionLevel,0.008095921665828554
NumCompaniesWorked,0.01002026857232905
YearsSinceLastPromotion,0.01088926179501184
EmployeeNumber,0.010953316502203481
Department,0.011983136813819784
Age,0.012864612144833887
EnvironmentSatisfaction,0.016464333936222975
DistanceFromHome,0.01887069447721885
OverTime,0.06376758375325085
