feature,mean_importance
JobSatisfaction,-0.0014505487056917122
HourlyRate,-0.001149910643869767
Gender,-0.0009909191666907513
DailyRate,-0.0008423030243112417
TotalWorkingYears,-8.227373935918437e-05
PerformanceRating,0.0
PercentSalaryHike,0.0
YearsInCurrentRole,0.0
EducationField,0.0
Education,0.0
MonthlyRate,0.0003882063080510867
RelationshipSatisfaction,0.00042553445434886374
JobInvolvement,0.0005342036161322006
TrainingTimesLastYear,0.0010143290250391734
EmployeeNumber,0.0011101242578034464
Department,0.0012467577543225806
WorkLifeBalance,0.0017783977656612771
MaritalStatus,0.0018403758746557974
YearsSinceLastPromotion,0.0018451518161767932
BusinessTravel,0.0020747945250604526
YearsAtCompany,0.0023482189594367874
DistanceFromHome,0.00246280721527774
NumCompaniesWorked,0.004414192162776387
JobRole,0.005308523106208973
JobLevel,0.0059412852601125835
EnvironmentSatisfaction,0.007252007452550102
StockOptionLevel,0.01048354246001193
YearsWithCurrManager,0.010510952701556464
Age,0.010551444360649198
MonthlyIncome,0.01698049491191862
OverTime,0.07251471603084357
