feature,mean_importance
DailyRate,-0.0019546425304755254
RelationshipSatisfaction,-0.0013762208866567205
MaritalStatus,-0.0007760742066311055
MonthlyRate,-0.0005464835213736419
HourlyRate,-0.00047147916684249226
BusinessTravel,-0.0004600818687756303
Education,-0.00039915160693319016
JobInvolvement,-5.516920234868161e-05
PerformanceRating,0.0
PercentSalaryHike,0.0
TrainingTimesLastYear,0.0
Gender,0.0
EducationField,0.00010084597268461559
WorkLifeBalance,0.00033823211182690824
EmployeeNumber,0.0007370956862454037
YearsAtCompany,0.001698689641473705
TotalWorkingYears,0.0021378610846580883
Department,0.002364181287176759
YearsInCurrentRole,0.002431280573834793
DistanceFromHome,0.0028711723679833213
JobLevel,0.003103635819146988
JobRole,0.0052560496781011825
StockOptionLevel,0.006735812138828634
YearsSinceLastPromotion,0.007714667390294694
JobSatisfaction,0.008777269107232987
EnvironmentSatisfaction,0.012736949252399488
Age,0.014742679500731104
NumCompaniesWorked,0.019483841393458802
MonthlyIncome,0.01975731562734011
YearsWithCurrManager,0.021111790859105018
OverTime,0.040792488672828475
