feature,mean_importance
YearsSinceLastPromotion,-0.007545146526134272
TrainingTimesLastYear,-0.004463896574716564
HourlyRate,-0.002271848860323722
YearsInCurrentRole,-0.0021534679986130677
Gender,-0.0005955209528849647
PerformanceRating,0.0
Education,0.0006551054536085732
Department,0.0017376914124152877
DailyRate,0.0018819467470026386
EducationField,0.002068872905592656
MaritalStatus,0.002250436637339359
JobInvolvement,0.003080037695327642
PercentSalaryHike,0.0032854373570991744
WorkLifeBalance,0.0035893813034576284
MonthlyRate,0.003783437032856174
BusinessTravel,0.004842896948666087
DistanceFromHome,0.0048650207797189095
YearsWithCurrManager,0.004922113585949794
EnvironmentSatisfaction,0.0051964357685137744
TotalWorkingYears,0.006203016243029847
RelationshipSatisfaction,0.006345509902392854
NumCompaniesWorked,0.007374442037640217
JobRole,0.008401255580755985
EmployeeNumber,0.008685403896101129
StockOptionLevel,0.009829379118679349
JobLevel,0.010441950900800589
YearsAtCompany,0.012643901238594824
JobSatisfaction,0.012765671865823214
Age,0.016033041700820337
MonthlyIncome,0.025305261852794213
OverTime,0.05813027381234652
