feature,mean_importance
HourlyRate,-0.0026671214473603434
Education,-0.0013573705114528268
WorkLifeBalance,-0.00087192119819397
PercentSalaryHike,-0.00061367374911937
YearsAtCompany,-0.0005714372610680307
DailyRate,-0.0003157823967425033
Gender,-0.00027239967256648123
PerformanceRating,0.0
TotalWorkingYears,0.00018812832363704902
JobSatisfaction,0.0005498754253735916
EmployeeNumber,0.0008342284816457602
YearsInCurrentRole,0.00112379078989161
MaritalStatus,0.0015210482774093647
EducationField,0.0017656881771044076
YearsSinceLastPromotion,0.00226705752416132
BusinessTravel,0.002965510642342206
NumCompaniesWorked,0.003548877824446006
JobLevel,0.003793477639482945
MonthlyRate,0.004267933022617354
StockOptionLevel,0.0051057090906932
RelationshipSatisfaction,0.00517768484351071
Department,0.00568166171836082
JobRole,0.006896591343455005
EnvironmentSatisfaction,0.007613800297500306
TrainingTimesLastYear,0.007661945081094412
JobInvolvement,0.008422599215052872
Age,0.0088727770902427
DistanceFromHome,0.013174440334110549
MonthlyIncome,0.015600386857073267
YearsWithCurrManager,0.018606451678574408
OverTime,0.0496595798114283
