feature,mean_importance
HourlyRate,-0.0015336772661916575
DistanceFromHome,-0.0012146311164291657
JobSatisfaction,-0.0009954798069892966
Education,-0.0008516007083011589
Gender,-0.0005887177929790544
RelationshipSatisfaction,-0.0004135850045818734
PerformanceRating,0.0
EducationField,0.00027656568396700054
JobRole,0.0003609816257259979
TrainingTimesLastYear,0.0004165762684230745
EmployeeNumber,0.00043370727706282253
JobInvolvement,0.0011769564153026213
EnvironmentSatisfaction,0.001777994652447179
BusinessTravel,0.0020238883189190537
JobLevel,0.002075930223655009
WorkLifeBalance,0.0022105559366898063
MonthlyRate,0.002327891764080603
YearsAtCompany,0.0027395253407336726
MaritalStatus,0.0029684994430496992
YearsInCurrentRole,0.0031068845474536365
TotalWorkingYears,0.00363958099419357
PercentSalaryHike,0.0038064384159260277
YearsSinceLastPromotion,0.004182824600783919
DailyRate,0.004446294147593099
NumCompaniesWorked,0.005766810126524346
StockOptionLevel,0.005981164178317533
Department,0.006954906442762465
YearsWithCurrManager,0.008014236671658969
Age,0.019085885076982965
MonthlyIncome,0.037633059575073124
OverTime,0.04078658706969442
