feature,mean_importance
DistanceFromHome,-0.001840647592262956
DailyRate,-0.0014474992097459171
TrainingTimesLastYear,-0.0008632832061144735
Gender,-0.0008271294844923394
WorkLifeBalance,-0.0003524394110323459
Education,-0.00028046321441215215
PerformanceRating,0.0
EducationField,0.00017523408276064466
YearsSinceLastPromotion,0.00036840935791712106
PercentSalaryHike,0.0007636060395987854
BusinessTravel,0.000944524609402253
YearsAtCompany,0.0010639600963511576
JobInvolvement,0.001210848716980195
JobLevel,0.0012639238393081676
RelationshipSatisfaction,0.0015152198121173854
YearsInCurrentRole,0.001914281832312703
EnvironmentSatisfaction,0.0024173967528202224
JobRole,0.0027183418418016527
EmployeeNumber,0.002912959780301383
Department,0.003531739645000076
MaritalStatus,0.0037217153229327947
MonthlyRate,0.003855934499244207
TotalWorkingYears,0.006136806683576135
Age,0.0063232003685966265
NumCompaniesWorked,0.006727778676537355
JobSatisfaction,0.007988606934814957
StockOptionLevel,0.008130135905553126
HourlyRate,0.011249604754174525
YearsWithCurrManager,0.014561246907144942
MonthlyIncome,0.023119577245602253
OverTime,0.05513620621944608
