feature,mean_importance
DailyRate,-0.013221112842720562
YearsAtCompany,-0.004788929883320558
JobInvolvement,-0.002503675449032949
Gender,-0.0024843508354255193
HourlyRate,-0.002396071978274306
RelationshipSatisfaction,-0.0018136594726376632
PercentSalaryHike,-0.0015430599718350812
Education,-0.001489636512533654
EmployeeNumber,-0.001356185960552303
MonthlyRate,-0.0012100258185748004
TotalWorkingYears,-0.0008698052923317601
PerformanceRating,-2.7932217491200004e-07
JobSatisfaction,0.0009566582965319315
YearsInCurrentRole,0.0014117112275551125
MaritalStatus,0.0015068966919497995
EducationField,0.0018063001031747294
JobLevel,0.002932783101760583
Department,0.0031942275081427106
WorkLifeBalance,0.003783869909365023
EnvironmentSatisfaction,0.003932970451810713
TrainingTimesLastYear,0.005386026796812204
YearsSinceLastPromotion,0.007090255871871232
DistanceFromHome,0.008132022542065364
BusinessTravel,0.01035485939439359
NumCompaniesWorked,0.013612879370237618
YearsWithCurrManager,0.013807165407241539
JobRole,0.013881554761393133
Age,0.017613250411933668
StockOptionLevel,0.018067312442214222
MonthlyIncome,0.033047856775873394
OverTime,0.11798648534478504
