feature,mean_importance
YearsSinceLastPromotion,-0.0013568861801497411
TrainingTimesLastYear,-0.00048304398633347567
EmployeeNumber,-0.0003566111061395705
HourlyRate,-0.0002792439585821427
Gender,-0.00013983917114117616
PerformanceRating,0.0
Education,0.0
PercentSalaryHike,8.837692980240286e-05
EducationField,0.0001951413536104063
YearsInCurrentRole,0.000294767800266027
TotalWorkingYears,0.0003409206897615924
WorkLifeBalance,0.0008012891369090669
YearsAtCompany,0.0008741371260059027
MonthlyRate,0.0008955526328759955
JobInvolvement,0.0009720506438495424
DailyRate,0.0010428682595449823
Department,0.0018384122563396832
RelationshipSatisfaction,0.002101180761786725
BusinessTravel,0.0024451075518672426
MaritalStatus,0.0035710589135146465
JobLevel,0.003949380229376176
YearsWithCurrManager,0.0057753573396348455
DistanceFromHome,0.006225586083479362
EnvironmentSatisfaction,0.006791816585044008
NumCompaniesWorked,0.006883475960106045
JobRole,0.008726739282189677
MonthlyIncome,0.009989612621763
Age,0.014792090564187088
JobSatisfaction,0.015084259946757484
StockOptionLevel,0.01661369896899585
OverTime,0.04023031953877234
