feature,mean_importance
JobSatisfaction,-0.0006629063997055651
MaritalStatus,-0.0006229147068675611
EducationField,-0.0003721169656891177
HourlyRate,-0.0003414971520703247
PerformanceRating,0.0
Gender,0.0
Education,0.0
WorkLifeBalance,3.5894674096925705e-05
YearsInCurrentRole,0.00011066335900293822
MonthlyRate,0.0003713004297038025
RelationshipSatisfaction,0.0006078673211153074
PercentSalaryHike,0.000688188441058657
EmployeeNumber,0.0007436408232957215
DailyRate,0.0008397576856193134
TotalWorkingYears,0.0009299843516880179
YearsSinceLastPromotion,0.0009542672034801636
TrainingTimesLastYear,0.0010685015405188735
NumCompaniesWorked,0.0013761515317343375
JobInvolvement,0.0016229846041303953
Department,0.0022477844229391473
BusinessTravel,0.0026552130130812145
YearsAtCompany,0.0037082943802384085
JobLevel,0.0037144536454181477
StockOptionLevel,0.0049290777546560196
EnvironmentSatisfaction,0.0055351672061692446
DistanceFromHome,0.005935590179782113
JobRole,0.010252884858241907
Age,0.01046456387055721
YearsWithCurrManager,0.016615046008974933
MonthlyIncome,0.019971674461666665
OverTime,0.04318516524379643
