feature,mean_importance
EmployeeNumber,-0.009374003852248857
JobLevel,-0.006848568791277499
PercentSalaryHike,-0.00638156414851877
WorkLifeBalance,-0.004295225705483785
DailyRate,-0.0038139999132002942
MonthlyRate,-0.0025792172458366292
HourlyRate,-0.0025562223597592193
TotalWorkingYears,-0.002530223667074305
YearsAtCompany,-0.0018500719442275382
DistanceFromHome,-0.0013269474211868525
PerformanceRating,0.0
EducationField,9.011636462727957e-05
JobSatisfaction,0.0004280029666909435
YearsInCurrentRole,0.0012777869959749943
Gender,0.0014518715664592397
TrainingTimesLastYear,0.001642073212280326
Education,0.0018525224216252578
StockOptionLevel,0.00224001790639069
NumCompaniesWorked,0.003127127636349447
JobInvolvement,0.003643175905615914
Age,0.0037559795972232136
RelationshipSatisfaction,0.006538012672282223
BusinessTravel,0.006751334231334871
JobRole,0.006838157944610545
EnvironmentSatisfaction,0.008724127916483904
YearsSinceLastPromotion,0.011312090833658828
MaritalStatus,0.0142944915545965
MonthlyIncome,0.014582459920962576
Department,0.014677976718654895
YearsWithCurrManager,0.025090592668691312
OverTime,0.04280984019223187
