feature,mean_importance
MaritalStatus,-0.01712785970464692
EnvironmentSatisfaction,-0.01651509904515862
TotalWorkingYears,-0.013970664085792594
YearsAtCompany,-0.013136941572709037
MonthlyRate,-0.006859870131687718
EmployeeNumber,-0.0050188793193048035
PercentSalaryHike,-0.0031737248152595267
JobLevel,-0.002250737919628554
PerformanceRating,-0.0007282942350254062
EducationField,0.0013681265670986375
Gender,0.0016241805220438498
TrainingTimesLastYear,0.0019810327603965393
HourlyRate,0.003445006709786802
StockOptionLevel,0.008034847884686757
Education,0.00833385563106157
YearsInCurrentRole,0.009972966550491357
BusinessTravel,0.01004616171198267
JobInvolvement,0.012236439635505336
RelationshipSatisfaction,0.01272230860852792
DistanceFromHome,0.013590569761306636
Department,0.017015956461789505
JobSatisfaction,0.01704823848431265
WorkLifeBalance,0.020083727433382204
Age,0.022591647218154785
YearsSinceLastPromotion,0.027503885974292562
NumCompaniesWorked,0.030633341402143598
DailyRate,0.03256196274899328
JobRole,0.04079738236479156
YearsWithCurrManager,0.05108151595010586
MonthlyIncome,0.08686998251129743
OverTime,0.10257137682575865
