feature,mean_importance
HourlyRate,-0.009077418072327958
EnvironmentSatisfaction,-0.00617484225674908
JobSatisfaction,-0.004813999086621545
StockOptionLevel,-0.003035405185203577
WorkLifeBalance,-0.0017098304096837547
MonthlyRate,-0.0008370090842242494
EducationField,-0.0003928278323993339
EmployeeNumber,-0.00018982947305590248
Gender,-0.00016967392264707337
PerformanceRating,0.0
PercentSalaryHike,0.00025734928168542616
YearsAtCompany,0.0009699625000233025
Education,0.0009723341881760384
YearsSinceLastPromotion,0.001386843392147119
YearsInCurrentRole,0.0014239862202378383
BusinessTravel,0.001478562219163837
Department,0.002203574093063232
TrainingTimesLastYear,0.002363909885220572
DailyRate,0.0027951038427513008
MaritalStatus,0.0033946417517562886
RelationshipSatisfaction,0.003666250808447202
JobLevel,0.003952136389971295
NumCompaniesWorked,0.003996761271460925
TotalWorkingYears,0.0045299089382148435
JobRole,0.005285066562702767
Age,0.006593037233896581
JobInvolvement,0.009016203059810856
DistanceFromHome,0.015020110626751071
YearsWithCurrManager,0.020473304824372308
MonthlyIncome,0.03692402370563398
OverTime,0.05329112815978913
