feature,mean_importance
EducationField,-0.0019318704394082453
JobInvolvement,-0.001467450395854708
MaritalStatus,-0.0010069887298623016
MonthlyRate,-0.0009868105627519163
PercentSalaryHike,-0.0009265269081765726
EmployeeNumber,-0.0009111739037609868
PerformanceRating,0.0
Education,0.0005062914448145772
Gender,0.0006140688578115006
WorkLifeBalance,0.000980877230052335
JobLevel,0.0010520834839447325
DailyRate,0.001961889781626369
HourlyRate,0.0020321075182153426
Department,0.0029427118120292973
RelationshipSatisfaction,0.003079267901156779
TrainingTimesLastYear,0.0034441748232125757
YearsInCurrentRole,0.003903264610369284
YearsSinceLastPromotion,0.004651610324168831
Age,0.005481516549671117
BusinessTravel,0.006206640487471038
YearsAtCompany,0.006774780594004426
DistanceFromHome,0.00715422216170466
JobRole,0.0072773767619452754
JobSatisfaction,0.009777126176862595
StockOptionLevel,0.009934586324561068
TotalWorkingYears,0.010285183593441582
YearsWithCurrManager,0.010834009172806825
EnvironmentSatisfaction,0.011435104394517148
NumCompaniesWorked,0.02101874105449385
MonthlyIncome,0.027363678789801192
OverTime,0.041230289694798285
