feature,mean_importance
MonthlyRate,-0.00284080353117423
DailyRate,-0.0025201423270211796
HourlyRate,-0.0018876750915146178
YearsAtCompany,-0.0009698162509486407
EmployeeNumber,-0.0008502981232786921
EducationField,-0.0007065632261392451
JobSatisfaction,-0.000546692016937722
PercentSalaryHike,-0.00018624200441602623
PerformanceRating,0.0
JobInvolvement,0.00026719677714343026
Education,0.0005295461607005448
Gender,0.0005323970843836179
Department,0.001028671655767599
YearsInCurrentRole,0.0012187335341944494
WorkLifeBalance,0.0012625940852990293
TrainingTimesLastYear,0.0016091744884429548
YearsSinceLastPromotion,0.0023229357801888063
RelationshipSatisfaction,0.0025328140116317455
MaritalStatus,0.002938412903068066
JobLevel,0.0031038433055698756
DistanceFromHome,0.003812900719770196
BusinessTravel,0.004384787952848157
TotalWorkingYears,0.004544257590588208
NumCompaniesWorked,0.0049641472023355445
StockOptionLevel,0.007041541880357272
Age,0.007459425980480772
JobRole,0.007660629502186278
YearsWithCurrManager,0.007982541128798181
EnvironmentSatisfaction,0.011118790105615794
MonthlyIncome,0.02695986432200953
OverTime,0.06338679736888972
