feature,mean_importance
HourlyRate,-0.003275807141865805
YearsSinceLastPromotion,-0.0016675324575646578
Department,-0.0010506697314343171
DistanceFromHome,-0.0003414729186114407
DailyRate,-0.0003173881646043486
EducationField,-0.0002756688180268974
JobInvolvement,-0.00010295924117412759
TrainingTimesLastYear,-4.132738154725146e-05
PerformanceRating,0.0
YearsAtCompany,9.935249696811921e-05
MaritalStatus,0.0001198726682264173
Gender,0.0002488725043532147
TotalWorkingYears,0.00036887316015408176
PercentSalaryHike,0.0004173013726741726
Education,0.00046733627027240043
YearsInCurrentRole,0.0005338975297839998
JobSatisfaction,0.0012857856713628269
BusinessTravel,0.0016477283739248839
RelationshipSatisfaction,0.0017406409523339716
EmployeeNumber,0.002172967905807932
YearsWithCurrManager,0.0021888818193105952
WorkLifeBalance,0.0024568276469630113
MonthlyRate,0.003448070861785113
JobLevel,0.00512008882134285
NumCompaniesWorked,0.00645123250463735
StockOptionLevel,0.008548118165351726
JobRole,0.009853737284928976
EnvironmentSatisfaction,0.010655708738740555
Age,0.011707251155084286
MonthlyIncome,0.017780752969320336
OverTime,0.05723661198109388
