feature,mean_importance
BusinessTravel,-0.0011549360642254202
HourlyRate,-0.0010876525132277437
MonthlyRate,-0.0008742637741347648
YearsInCurrentRole,-0.0008112034038583405
JobLevel,-0.0005047672027659877
PerformanceRating,0.0
Education,0.0
WorkLifeBalance,0.0
Gender,0.00010271935353151074
PercentSalaryHike,0.0001590883014478739
DistanceFromHome,0.00043708523009500233
JobInvolvement,0.000767224327478655
EducationField,0.0007724548123562936
TrainingTimesLastYear,0.0008062079181033966
DailyRate,0.0010716745676097373
EmployeeNumber,0.0013038010373480735
JobRole,0.0014469177434499492
MaritalStatus,0.0022615415220626047
JobSatisfaction,0.0026458218006267463
Department,0.00337162459452206
YearsSinceLastPromotion,0.004104011600571755
RelationshipSatisfaction,0.004540608877997798
YearsAtCompany,0.004745154309125865
MonthlyIncome,0.005459613130243013
NumCompaniesWorked,0.006895835556369678
Age,0.00749900023574458
YearsWithCurrManager,0.007633545364852379
TotalWorkingYears,0.007709396718722683
EnvironmentSatisfaction,0.00824722371076897
StockOptionLevel,0.01052441272605803
OverTime,0.02773170030538552
