feature,mean_importance
DailyRate,-0.005450813262680066
YearsAtCompany,-0.0032566265998548506
HourlyRate,-0.0030218029471366426
RelationshipSatisfaction,-0.0022085452613161303
Gender,-0.001962907795336988
EmployeeNumber,-0.001065312283115649
JobInvolvement,-0.0006142978241719943
Education,-0.000577111874515468
MonthlyRate,-0.0003616946126046683
PercentSalaryHike,-0.00025873972633837504
Department,0.0
PerformanceRating,0.0
EducationField,0.00011232126886404626
YearsSinceLastPromotion,0.0005126199804680543
MaritalStatus,0.0010162214193630615
TrainingTimesLastYear,0.0010223005259337725
YearsInCurrentRole,0.001392207445227167
JobSatisfaction,0.0015846526285223095
WorkLifeBalance,0.002826102389186591
TotalWorkingYears,0.0033118433849863905
DistanceFromHome,0.004175779305779881
BusinessTravel,0.004615465384467854
NumCompaniesWorked,0.00474750816790549
JobLevel,0.004768870992735019
EnvironmentSatisfaction,0.005923820087643317
YearsWithCurrManager,0.006526255953739591
StockOptionLevel,0.009640369671301652
JobRole,0.010600186023160884
Age,0.013684147292711678
MonthlyIncome,0.02611615750083539
OverTime,0.07105318085161487
