feature,mean_importance
DailyRate,-0.003659150762606478
BusinessTravel,-0.002783649284086276
JobLevel,-0.0018981144213904954
YearsInCurrentRole,-0.001059786605096813
Gender,-0.0006448265165470701
PerformanceRating,0.0
EducationField,2.2362675066267545e-05
HourlyRate,0.00019406303223146182
JobInvolvement,0.0008348492109598981
MonthlyRate,0.001078546030993377
PercentSalaryHike,0.0017731792853957317
EmployeeNumber,0.0018342612732474173
TrainingTimesLastYear,0.0019332967802744628
WorkLifeBalance,0.0019963964579625126
Education,0.0021767971960716783
MonthlyIncome,0.0022352292996768554
MaritalStatus,0.002264057240433259
JobSatisfaction,0.0027562040589131365
YearsAtCompany,0.003968033860279607
JobRole,0.0044504489311152804
YearsWithCurrManager,0.004964802406119262
Department,0.004964915631180777
TotalWorkingYears,0.006629382536492823
Age,0.007473937947356735
RelationshipSatisfaction,0.007972075940602586
YearsSinceLastPromotion,0.008881686927813015
NumCompaniesWorked,0.010915214929094053
DistanceFromHome,0.011209051477056286
StockOptionLevel,0.013830647327367485
EnvironmentSatisfaction,0.01501477338453302
OverTime,0.03123395585582005
