feature,mean_importance
HourlyRate,-0.0035346014230613343
EmployeeNumber,-0.0021857162660511077
MaritalStatus,-0.0018634096817794488
JobSatisfaction,-0.0015635561160935118
MonthlyRate,-0.0011381262541892867
EducationField,-0.00041696010775623684
Education,-1.5606281415159184e-05
PerformanceRating,0.0
StockOptionLevel,0.00026578332729306766
Gender,0.0006203605423694691
PercentSalaryHike,0.0013516149897396911
DailyRate,0.0023360341942852635
JobLevel,0.0032355229544864137
TrainingTimesLastYear,0.0034850640283652923
JobInvolvement,0.003707554707591798
WorkLifeBalance,0.004010041757938976
YearsInCurrentRole,0.004058478689379608
JobRole,0.004792357152457483
Department,0.0054936358481529335
TotalWorkingYears,0.005640509957735273
BusinessTravel,0.00569020301514751
EnvironmentSatisfaction,0.005889780135833711
YearsAtCompany,0.007005348375846687
NumCompaniesWorked,0.007135399437373302
YearsSinceLastPromotion,0.007153377548545758
RelationshipSatisfaction,0.007854462940773277
YearsWithCurrManager,0.01126311854063411
DistanceFromHome,0.012188056795895807
Age,0.020323954342382145
MonthlyIncome,0.03347393756609233
OverTime,0.04949458052590598
