feature,mean_importance
PercentSalaryHike,-0.004909582838959659
MonthlyRate,-0.0034029056712618576
DailyRate,-0.0022146440255355728
MaritalStatus,-0.002086691531347662
EducationField,-0.0010495568808305932
DistanceFromHome,-0.0008241517539407161
Education,-0.00022172727478206867
PerformanceRating,0.0
Gender,0.00022172649673780632
WorkLifeBalance,0.0004900145534349031
Department,0.0014653938027968326
EnvironmentSatisfaction,0.0016478998944127522
YearsInCurrentRole,0.0017063843433198222
JobInvolvement,0.0018723885051971866
YearsAtCompany,0.002003920131681858
EmployeeNumber,0.0024845114578608495
JobSatisfaction,0.0026348376524774177
TrainingTimesLastYear,0.0028875321691834823
YearsSinceLastPromotion,0.003133145806112181
JobLevel,0.003933797842544595
TotalWorkingYears,0.004392260578276097
HourlyRate,0.004589137815605238
Age,0.005627990948501871
StockOptionLevel,0.00692513123313766
RelationshipSatisfaction,0.0070652570151820025
BusinessTravel,0.007929333902335866
NumCompaniesWorked,0.012740492024513706
JobRole,0.013891084410746624
YearsWithCurrManager,0.01401393049503007
MonthlyIncome,0.027834350591849875
OverTime,0.0341029332665578
