feature,mean_importance
DailyRate,-0.006914786243589243
YearsAtCompany,-0.0036745237907063076
HourlyRate,-0.0019540566884338586
EmployeeNumber,-0.0018618992502991815
Gender,-0.0016228281876647598
JobInvolvement,-0.0013958148386759572
Education,-0.00029574798351652556
RelationshipSatisfaction,-0.00028768245420637275
PercentSalaryHike,-6.872329589699966e-05
PerformanceRating,0.0
EducationField,7.174892560296575e-05
JobSatisfaction,0.0005441345802160491
MonthlyRate,0.0005919619732555725
Department,0.0006942106469820075
MaritalStatus,0.0009103137732173639
YearsSinceLastPromotion,0.0016994165331541966
TrainingTimesLastYear,0.0017156521621631837
BusinessTravel,0.0017197869128982024
YearsInCurrentRole,0.002291167987410081
WorkLifeBalance,0.002434614453807371
NumCompaniesWorked,0.003083007934862869
TotalWorkingYears,0.00368627228569518
DistanceFromHome,0.0038041163541584822
JobLevel,0.004340900385820301
EnvironmentSatisfaction,0.004873779277217915
YearsWithCurrManager,0.007370183303455846
StockOptionLevel,0.009094186910750035
JobRole,0.010476282381729629
Age,0.011614748925581397
MonthlyIncome,0.024904728617659244
OverTime,0.06802272880515228
