feature,mean_importance
MonthlyRate,-0.0016319277038596037
EmployeeNumber,-0.0004187576276926452
JobSatisfaction,-0.0002442942677649551
BusinessTravel,0.0
YearsInCurrentRole,0.0
TrainingTimesLastYear,0.0
PerformanceRating,0.0
JobInvolvement,0.0
Gender,0.00011181264815752767
Education,0.00016206617261457223
PercentSalaryHike,0.0002674059814069318
DailyRate,0.0003223436085747711
EducationField,0.00037915530480492343
HourlyRate,0.00045768142193260977
RelationshipSatisfaction,0.0005730324242365081
JobRole,0.0010670534877327941
JobLevel,0.0011575280280383903
YearsSinceLastPromotion,0.0013803205842998101
MaritalStatus,0.0014328784554980434
MonthlyIncome,0.001737566264317858
WorkLifeBalance,0.002196855152660915
Age,0.0022918719562767696
NumCompaniesWorked,0.002569476424707695
YearsAtCompany,0.002574440365455677
Department,0.002879163335398338
StockOptionLevel,0.002901271852008458
EnvironmentSatisfaction,0.004278264036238366
DistanceFromHome,0.0057568995824832546
YearsWithCurrManager,0.006269322716801295
TotalWorkingYears,0.009313435021709348
OverTime,0.022203557152317588
