feature,mean_importance
YearsSinceLastPromotion,-0.005911843036848674
Gender,-0.001676801756939117
DailyRate,-0.0010750839270771474
JobInvolvement,-0.0006689417071636172
Education,-0.0005554335480975836
PerformanceRating,0.0
TrainingTimesLastYear,0.00017225844792722044
MonthlyRate,0.00022493244124769385
PercentSalaryHike,0.0002955361927514555
YearsInCurrentRole,0.0005536307826021769
HourlyRate,0.0005747635046737364
EducationField,0.001065327791228665
DistanceFromHome,0.001942370877514188
BusinessTravel,0.002190571513333972
TotalWorkingYears,0.0022345134640723075
EmployeeNumber,0.0023830966638599626
WorkLifeBalance,0.0027381320639532246
MaritalStatus,0.003230290707903294
YearsAtCompany,0.00332087513854491
RelationshipSatisfaction,0.003358747845597576
Department,0.0035100940214492947
YearsWithCurrManager,0.004126933780903985
EnvironmentSatisfaction,0.004227173318727673
NumCompaniesWorked,0.005733381979757335
JobRole,0.006827722332264774
JobSatisfaction,0.00744006313983806
JobLevel,0.010869324442089111
Age,0.011319679283174854
StockOptionLevel,0.013478083713937605
MonthlyIncome,0.01799325038774996
OverTime,0.06467973146687613
