feature,mean_importance
PercentSalaryHike,-0.01951069829051748
HourlyRate,-0.015280975431766897
Gender,-0.005039076367051809
YearsAtCompany,-0.0019355174803793007
PerformanceRating,0.000661543104747242
MonthlyRate,0.002985512445777094
MaritalStatus,0.0035056492528081186
Education,0.0042317488717916515
JobInvolvement,0.005396559134258472
TrainingTimesLastYear,0.007826297249654912
RelationshipSatisfaction,0.008448617775816892
EducationField,0.00881305729821733
JobSatisfaction,0.011508111539521627
JobLevel,0.011544679330900332
DailyRate,0.014680128757674793
EnvironmentSatisfaction,0.015256023089362159
TotalWorkingYears,0.01815760052644013
YearsInCurrentRole,0.019786991684152967
NumCompaniesWorked,0.020601361258175622
Department,0.022544902362163267
DistanceFromHome,0.023822108006059283
EmployeeNumber,0.02568341837471222
BusinessTravel,0.029320448369507913
WorkLifeBalance,0.035762690762946026
StockOptionLevel,0.038512662168980104
YearsWithCurrManager,0.04257471158670336
JobRole,0.04779574987647228
YearsSinceLastPromotion,0.04815853044378562
Age,0.05101646306894434
MonthlyIncome,0.10335524743622453
OverTime,0.14845307328895554
