feature,mean_importance
HourlyRate,-0.013009606587308698
JobSatisfaction,-0.009004623486797902
EnvironmentSatisfaction,-0.006947932207778407
StockOptionLevel,-0.005317923413492931
Gender,-0.0032883747656140662
DailyRate,-0.0032708328943116373
MonthlyRate,-0.0027713999684404467
YearsInCurrentRole,-0.0016462047350153997
EmployeeNumber,-0.000878760878144047
PercentSalaryHike,-0.000543526547623141
EducationField,-0.0005208972136871326
WorkLifeBalance,0.00036046419708153367
PerformanceRating,0.0011920335095115698
YearsAtCompany,0.0012725021487797084
TotalWorkingYears,0.0014681244628275026
TrainingTimesLastYear,0.0024549685106600937
NumCompaniesWorked,0.0025620710018433245
Education,0.0028944110073520603
Department,0.0029002915062806946
Age,0.0043912754630549555
JobLevel,0.004612820590886457
MaritalStatus,0.004877187040058639
YearsSinceLastPromotion,0.004957242630747672
BusinessTravel,0.005438525841864472
JobRole,0.008655160170468324
RelationshipSatisfaction,0.009256130294257803
JobInvolvement,0.01428526144574207
YearsWithCurrManager,0.015259587907223749
DistanceFromHome,0.02419604636545687
MonthlyIncome,0.030933492339329138
OverTime,0.06474652316521812
