feature,mean_importance
JobInvolvement,-0.009082661604969145
EmployeeNumber,-0.00864620209770912
HourlyRate,-0.008368710288460101
TotalWorkingYears,-0.007635346433479495
DailyRate,-0.00681986077665091
Education,-0.0060893863284221085
YearsInCurrentRole,-0.004691637080893018
YearsAtCompany,-0.0017667736985739536
Gender,-0.000933107475941608
PerformanceRating,-0.0004290054193505588
PercentSalaryHike,0.0017818273466736257
WorkLifeBalance,0.00455701266341646
EducationField,0.006245910916907927
MonthlyRate,0.007402602706811224
TrainingTimesLastYear,0.00841104024594017
JobRole,0.009106949119518704
MaritalStatus,0.00963168014033151
JobSatisfaction,0.009857347690305251
RelationshipSatisfaction,0.01058419273754736
Department,0.010793041255735426
BusinessTravel,0.010809448422002354
JobLevel,0.014471180126631655
StockOptionLevel,0.015331478804122344
EnvironmentSatisfaction,0.01792887138982807
DistanceFromHome,0.01811040419016611
NumCompaniesWorked,0.018435739538646644
YearsSinceLastPromotion,0.02211311098004658
Age,0.025321265273137338
YearsWithCurrManager,0.027890096078500005
MonthlyIncome,0.04084565076030984
OverTime,0.15368301604352705
