feature,mean_importance
JobLevel,-0.001469668787732381
MonthlyRate,-0.0008461569413819702
EmployeeNumber,-0.0005355361767905742
Gender,-0.00032208949134276965
JobSatisfaction,-0.00028735718477232994
DailyRate,-0.00021308144713950706
TrainingTimesLastYear,-0.00010009428261334997
JobInvolvement,0.0
BusinessTravel,0.0
PerformanceRating,0.0
MonthlyIncome,2.7853260059651496e-05
YearsInCurrentRole,0.00031273189484956056
EducationField,0.0003517180659252217
Education,0.0003776611440216793
WorkLifeBalance,0.0007919944390025301
PercentSalaryHike,0.0008248282879576241
MaritalStatus,0.0009201184038971633
HourlyRate,0.0013593884646975417
JobRole,0.0015142237629357069
RelationshipSatisfaction,0.0023649210552772804
YearsSinceLastPromotion,0.0029491688148809312
YearsAtCompany,0.004014299102109997
Department,0.004737955461420473
Age,0.006129711976068308
YearsWithCurrManager,0.006246648002775657
StockOptionLevel,0.006995932208161438
NumCompaniesWorked,0.0071719136583244135
DistanceFromHome,0.0073522913036287
TotalWorkingYears,0.0075115524740232646
EnvironmentSatisfaction,0.010999284301188872
OverTime,0.02693078193817766
