feature,mean_importance
EnvironmentSatisfaction,-0.0032337576584759
PercentSalaryHike,-0.0019925025385056027
EmployeeNumber,-0.0013462587514598279
MaritalStatus,-0.0010398207793687387
JobSatisfaction,-0.0007078405955005529
JobInvolvement,-0.0006005669713949446
EducationField,-0.0004319105783017085
HourlyRate,-5.6513999338581036e-05
Education,-3.808828455988955e-05
PerformanceRating,0.0
Gender,0.0002566693828797817
MonthlyRate,0.0006163586808672683
TrainingTimesLastYear,0.0008021926585343175
WorkLifeBalance,0.0008565057517328611
DailyRate,0.001085743303648301
YearsSinceLastPromotion,0.002521251136727587
RelationshipSatisfaction,0.0028710345401223745
YearsInCurrentRole,0.0030094573419018
YearsAtCompany,0.0031540864253314814
BusinessTravel,0.003274819586377431
TotalWorkingYears,0.004535677268120486
NumCompaniesWorked,0.005142291163147417
JobLevel,0.005147995497609315
StockOptionLevel,0.005850684267186645
Department,0.005914361471719631
JobRole,0.006088527556590706
DistanceFromHome,0.006295832998710749
YearsWithCurrManager,0.007210976524781432
Age,0.010504991580730937
MonthlyIncome,0.025964433255029295
OverTime,0.03282591102622606
