feature,mean_importance
EmployeeNumber,-0.005930345346874433
HourlyRate,-0.0027807451093735946
JobSatisfaction,-0.0017547552909532248
EducationField,-0.0005289450890244241
Gender,-0.00046024292643541686
PercentSalaryHike,-0.0003029200923123754
PerformanceRating,0.00021364533668952746
Education,0.0005185409005785569
JobLevel,0.0005314346684861859
MonthlyRate,0.0007177007606081753
EnvironmentSatisfaction,0.0010932327106041972
DailyRate,0.0020972958606786498
BusinessTravel,0.0028223487862806818
Department,0.00285337750718323
WorkLifeBalance,0.002906270093227914
YearsAtCompany,0.002930905878992729
YearsSinceLastPromotion,0.0029350159313190514
TrainingTimesLastYear,0.003181778211521202
StockOptionLevel,0.0034173456901170018
YearsInCurrentRole,0.00508683965917941
MaritalStatus,0.005268240139947922
RelationshipSatisfaction,0.005451186661321494
JobRole,0.005485826876129607
NumCompaniesWorked,0.005512021618054597
JobInvolvement,0.005926553631720699
YearsWithCurrManager,0.006827706534115752
TotalWorkingYears,0.007904021339924483
DistanceFromHome,0.012270633475864457
Age,0.01502240081648427
MonthlyIncome,0.027229939959267424
OverTime,0.04952089414538226
