feature,mean_importance
YearsSinceLastPromotion,-0.004202556794586998
DailyRate,-0.0027512782868914674
YearsInCurrentRole,-0.002590711911263144
EnvironmentSatisfaction,-0.001497368626757678
EducationField,-0.0014680733161543725
YearsWithCurrManager,-0.0008184315806510689
Education,-0.0003419912730853736
PercentSalaryHike,-0.00011183260615841296
PerformanceRating,0.0
HourlyRate,3.647130960218181e-05
JobInvolvement,0.00017621937020433353
TrainingTimesLastYear,0.00024669238212515765
WorkLifeBalance,0.00037504758887196843
Gender,0.0007111086180675797
BusinessTravel,0.0007290606897048302
MonthlyRate,0.0009795188138075005
RelationshipSatisfaction,0.0010339251011842409
MaritalStatus,0.001366249417424681
YearsAtCompany,0.0022396047581117796
EmployeeNumber,0.002348396096846328
Department,0.002578159680251979
DistanceFromHome,0.002610959592223172
NumCompaniesWorked,0.0026308553262148647
JobRole,0.0027307961092915113
JobSatisfaction,0.003491725761682163
TotalWorkingYears,0.008652537972964091
StockOptionLevel,0.008692997711200013
JobLevel,0.009111984911593606
Age,0.00970963797117439
MonthlyIncome,0.013006904230903959
OverTime,0.02207823186316472
