feature,mean_importance
MonthlyRate,-0.0054771668385251715
EmployeeNumber,-0.005214617296002333
YearsInCurrentRole,-0.002477396283165978
Education,-0.0023192500759567137
MaritalStatus,-0.0021140377465994733
DailyRate,-0.00177994402678463
Gender,-0.0017301061965365628
TrainingTimesLastYear,-0.0013217674964709713
PercentSalaryHike,-0.0007105727516047323
JobInvolvement,-0.00041015256936195456
PerformanceRating,0.0
DistanceFromHome,0.0004708506449008443
EducationField,0.0007530458630421122
BusinessTravel,0.0007915209683668101
YearsWithCurrManager,0.0007923230980463547
HourlyRate,0.0010191037938730551
YearsSinceLastPromotion,0.002932307149673341
JobLevel,0.003350811895262129
TotalWorkingYears,0.004517097980868845
WorkLifeBalance,0.005123057144346399
NumCompaniesWorked,0.00540002889253145
JobSatisfaction,0.007003017537332101
Age,0.007301741498227354
Department,0.009135919573916917
JobRole,0.009816269793472143
RelationshipSatisfaction,0.011772345261717165
EnvironmentSatisfaction,0.013886698706371681
YearsAtCompany,0.014641684287068102
StockOptionLevel,0.015653801232163624
MonthlyIncome,0.030327986999679535
OverTime,0.033960275716656475
