feature,mean_importance
EmployeeNumber,-0.004664357006891062
JobSatisfaction,-0.0031452847482272505
HourlyRate,-0.002797278583329399
EducationField,-0.001403338012033062
MonthlyRate,-0.0011648913123944338
StockOptionLevel,-0.001021905972691839
MaritalStatus,-0.0008158713936358142
WorkLifeBalance,-0.0005314012087359488
PerformanceRating,-0.0003005631929073327
Gender,-1.2122315044738041e-05
EnvironmentSatisfaction,2.8824519993697617e-05
JobLevel,0.0002968350381964746
BusinessTravel,0.0007672582925271843
Education,0.001004659542428743
TotalWorkingYears,0.001585773267658086
DailyRate,0.0019055845552024442
RelationshipSatisfaction,0.002066848513033148
JobInvolvement,0.002158525949548451
PercentSalaryHike,0.0030321545475601288
YearsAtCompany,0.0033343825471225273
NumCompaniesWorked,0.004014841536578773
TrainingTimesLastYear,0.004194320482160963
YearsInCurrentRole,0.0042307377715279145
Department,0.004352906511625299
YearsSinceLastPromotion,0.004716275615430287
YearsWithCurrManager,0.005475918103081822
JobRole,0.00621218013385505
DistanceFromHome,0.006765403221570321
Age,0.010290305356227335
MonthlyIncome,0.02738237607722279
OverTime,0.03544821708599662
