feature,mean_importance
DailyRate,-0.007512177520928809
TotalWorkingYears,-0.005166544062061152
EmployeeNumber,-0.00306885080661663
RelationshipSatisfaction,-0.002790719681035203
BusinessTravel,-0.000945231643449751
Gender,-0.0008493147988842487
Department,-0.0007752970112983148
Education,-0.000375293644729302
EducationField,8.323477430904891e-06
PercentSalaryHike,0.00019498405924887053
PerformanceRating,0.00022974073461552448
JobInvolvement,0.00030461634050732433
YearsInCurrentRole,0.0007175356643450814
TrainingTimesLastYear,0.0011469291822981842
JobLevel,0.001536825520854579
WorkLifeBalance,0.0015633256645350758
MaritalStatus,0.0016114100527395037
HourlyRate,0.002308749614254957
YearsSinceLastPromotion,0.0025764861623035263
JobSatisfaction,0.0031764326579946434
MonthlyRate,0.003981459887059768
YearsAtCompany,0.004230025544001171
YearsWithCurrManager,0.007359245532003666
DistanceFromHome,0.007435054754844794
StockOptionLevel,0.008515931713586633
NumCompaniesWorked,0.01009485049179647
EnvironmentSatisfaction,0.013350683927870099
JobRole,0.013488405445998752
MonthlyIncome,0.022195008979508758
Age,0.027461530956351742
OverTime,0.10126685954358772
