feature,mean_importance
DailyRate,-0.0010311742611982312
Gender,-0.0008452967094796038
JobSatisfaction,-0.0005762122341774978
HourlyRate,-0.0002203167261486838
TotalWorkingYears,-0.00021923764139849533
PerformanceRating,0.0
PercentSalaryHike,0.0
Education,0.0
EducationField,0.0
MonthlyRate,0.00023762236712797645
JobInvolvement,0.0003102685530738114
YearsInCurrentRole,0.00035810448345430235
RelationshipSatisfaction,0.00039622556136394984
EmployeeNumber,0.0005879266764641344
WorkLifeBalance,0.0006939620959388826
TrainingTimesLastYear,0.000704080150170816
DistanceFromHome,0.0011820140294723559
Department,0.0012260190956171369
YearsSinceLastPromotion,0.0014594206070387638
BusinessTravel,0.0017791870472452231
MaritalStatus,0.0019287764617865522
YearsAtCompany,0.0027089221123652862
NumCompaniesWorked,0.0028867892370528225
JobLevel,0.004332205138613765
JobRole,0.004571529801824603
EnvironmentSatisfaction,0.004657114463224543
YearsWithCurrManager,0.009269844053599619
StockOptionLevel,0.009279971198537518
Age,0.010275901276107679
MonthlyIncome,0.016182108097056967
OverTime,0.06336750480117093
