feature,mean_importance
RelationshipSatisfaction,-0.0005982752962820026
BusinessTravel,-0.0005472672142885271
MaritalStatus,-0.00020697176506478954
HourlyRate,-0.00013452860835764247
MonthlyRate,-0.00010235995306066004
EmployeeNumber,-2.562186351967588e-05
Education,0.0
Gender,0.0
WorkLifeBalance,0.0
PerformanceRating,0.0
PercentSalaryHike,0.0
EducationField,9.506715071980754e-05
DailyRate,0.00010275682120174379
YearsInCurrentRole,0.000571790809838002
YearsSinceLastPromotion,0.0007113163640884324
JobInvolvement,0.0008431262786330774
TrainingTimesLastYear,0.0010247477908808312
TotalWorkingYears,0.0014378190902817444
DistanceFromHome,0.0014436031321428233
Department,0.002423072767983714
JobRole,0.003895265886579613
EnvironmentSatisfaction,0.004148318734768652
JobLevel,0.004196111239573541
NumCompaniesWorked,0.006342156471142268
YearsAtCompany,0.006503550406029601
Age,0.006687580348096489
JobSatisfaction,0.0073070116496834255
YearsWithCurrManager,0.007518281726314946
StockOptionLevel,0.008237664077550633
MonthlyIncome,0.014595813015251558
OverTime,0.0406835353696491
