feature,mean_importance
EducationField,-0.0008871394165022361
MaritalStatus,-0.000542748645416069
NumCompaniesWorked,-0.00043727546189545883
PerformanceRating,0.0
Gender,0.0
PercentSalaryHike,0.0
WorkLifeBalance,0.0
BusinessTravel,0.0
Education,0.0
MonthlyRate,3.470659119323427e-05
EmployeeNumber,0.00013782831604967072
HourlyRate,0.0004763041660232559
TrainingTimesLastYear,0.000688726444999177
RelationshipSatisfaction,0.0006938290146543457
YearsSinceLastPromotion,0.0010082954138214916
TotalWorkingYears,0.0011373161809681953
DailyRate,0.00125799437361801
JobInvolvement,0.0016489830954123264
YearsInCurrentRole,0.0021848676681020863
JobLevel,0.0026702513440509334
JobSatisfaction,0.0028082344287694736
YearsWithCurrManager,0.004280826186030673
DistanceFromHome,0.00428200557359788
EnvironmentSatisfaction,0.0053166142939962465
Department,0.00540299165789343
JobRole,0.006104111591035089
YearsAtCompany,0.006482212383559416
StockOptionLevel,0.006527335540210422
Age,0.00798323826013424
MonthlyIncome,0.018036775910411786
OverTime,0.039950455529035256
