feature,mean_importance
HourlyRate,-0.008486193315631885
DailyRate,-0.0060921427569148425
JobInvolvement,-0.004300934025506353
PercentSalaryHike,-0.001582637283647248
Education,-0.0015747880458571895
EducationField,-0.0014352640978228192
EmployeeNumber,-0.0008603626044336066
Gender,-0.0007281685232817248
YearsInCurrentRole,-0.00021130021599229386
PerformanceRating,0.0
YearsAtCompany,0.0002361519685549207
JobSatisfaction,0.0011237293963486938
MonthlyRate,0.001733747781205408
RelationshipSatisfaction,0.002032932520109709
BusinessTravel,0.0027464480200232178
TrainingTimesLastYear,0.0027920230056574734
MaritalStatus,0.004986495253637846
WorkLifeBalance,0.0051678645275914144
TotalWorkingYears,0.005389538832822216
JobRole,0.005471725638122071
Department,0.005743312204170292
StockOptionLevel,0.0072320362985485494
Age,0.00841289096507818
DistanceFromHome,0.008765025047923003
JobLevel,0.009421165617834537
NumCompaniesWorked,0.011196814539637246
YearsWithCurrManager,0.012048568020571271
YearsSinceLastPromotion,0.012504804872242824
EnvironmentSatisfaction,0.012530808842104058
MonthlyIncome,0.033737552597431476
OverTime,0.0847052354023081
